Parameters:TParameters:TimeZone=America/New_York;LoyaltyRate=0.5;TransactionUploadRate=1.0,,,,,,,,,,,,,,,
Email,Email,Email,First Name,Last Name,City,State,Zip,Country,Phone Number,Phone Number,Phone Number,Conversion Name,Conversion Time,Conversion Value,Conversion Currency
axvwc@gmail.com,,,rbuzr,ezenz,lima,,,PE,+51937567671,,,SSD_test1,08/14/2012 17:01:54,3939,USD
supob@gmail.com,,,adryq,hktwu,lima,,,PE,+51867964295,,,SSD_test1,08/14/2012 17:01:54,3097,USD
fgqhh@gmail.com,,,sxgbk,cijqw,lima,,,PE,+51745652961,,,SSD_test1,08/14/2012 17:01:54,4871,USD
pxqin@gmail.com,,,fafkb,fctfu,lima,,,PE,+51672995443,,,SSD_test1,08/14/2012 17:01:54,3167,USD
cbzkm@gmail.com,,,jeeps,nditu,lima,,,PE,+51334772794,,,SSD_test1,08/14/2012 17:01:54,322,USD
lgpkx@gmail.com,,,dgpgz,fgxkq,lima,,,PE,+51352562512,,,SSD_test1,08/14/2012 17:01:54,1040,USD
tbaqn@gmail.com,,,hwvea,fmwpy,lima,,,PE,+51651449565,,,SSD_test1,08/14/2012 17:01:54,3819,USD
wsweu@gmail.com,,,omwmp,iydqn,lima,,,PE,+51563535743,,,SSD_test1,08/14/2012 17:01:54,4032,USD
lapnl@gmail.com,,,fmqel,gzinx,lima,,,PE,+51172627915,,,SSD_test1,08/14/2012 17:01:54,1478,USD
etsub@gmail.com,,,nxokl,dbqyh,lima,,,PE,+51394297886,,,SSD_test1,08/14/2012 17:01:54,1462,USD
awkzm@gmail.com,,,vjtrd,qufpc,lima,,,PE,+51819351273,,,SSD_test1,08/14/2012 17:01:54,827,USD
yqozq@gmail.com,,,mdbmt,dwsvo,lima,,,PE,+51523724632,,,SSD_test1,08/14/2012 17:01:54,2144,USD
uprzx@gmail.com,,,pzloj,mwjuj,lima,,,PE,+51954528312,,,SSD_test1,08/14/2012 17:01:54,3294,USD
dzzri@gmail.com,,,pafie,okxhq,lima,,,PE,+51728842764,,,SSD_test1,08/14/2012 17:01:54,26,USD
tgmol@gmail.com,,,fnewo,qnzxx,lima,,,PE,+51455757868,,,SSD_test1,08/14/2012 17:01:54,3632,USD
ylsuz@gmail.com,,,tjfnq,vtfrz,lima,,,PE,+51477599977,,,SSD_test1,08/14/2012 17:01:54,2757,USD
fznns@gmail.com,,,tlpjb,varfc,arequipa,,,PE,+51521989657,,,SSD_test1,08/14/2012 17:01:54,1725,USD
mzbra@gmail.com,,,okyzi,ukfxh,cuzco,,,PE,+51842688722,,,SSD_test1,08/14/2012 17:01:54,1352,USD
rigzz@gmail.com,,,nxkfa,bzywi,piura,,,PE,+51785695383,,,SSD_test1,08/14/2012 17:01:54,1518,USD
kssjp@gmail.com,,,adrtb,ylyrb,lima,,,PE,+51828761717,,,SSD_test1,08/14/2012 17:01:54,2887,USD
hxdnk@gmail.com,,,bsmmn,hqepo,lima,,,PE,+51139589237,,,SSD_test1,08/14/2012 17:01:54,2421,USD
gpccm@gmail.com,,,htfog,fckps,lima,,,PE,+51878915332,,,SSD_test1,08/14/2012 17:01:54,55,USD
ctgzj@gmail.com,,,uxhne,bpkvu,lima,,,PE,+51768572879,,,SSD_test1,08/14/2012 17:01:54,4636,USD
guxhq@gmail.com,,,toyys,jyhtt,lima,,,PE,+51246817943,,,SSD_test1,08/14/2012 17:01:54,2437,USD
emrmx@gmail.com,,,yzkgf,gqsau,lima,,,PE,+51646132386,,,SSD_test1,08/14/2012 17:01:54,1998,USD
dycjh@gmail.com,,,eucai,zxwcx,lima,,,PE,+51989417171,,,SSD_test1,08/14/2012 17:01:54,4991,USD
aoxge@gmail.com,,,vsvrk,soflz,lima,,,PE,+51864784334,,,SSD_test1,08/14/2012 17:01:54,2312,USD
yezed@gmail.com,,,ejnbc,ilezt,lima,,,PE,+51591221555,,,SSD_test1,08/14/2012 17:01:54,534,USD
wkzig@gmail.com,,,pbtlr,qwrys,lima,,,PE,+51422295846,,,SSD_test1,08/14/2012 17:01:54,2622,USD
xrhdk@gmail.com,,,udgnn,sdgxe,lima,,,PE,+51299659844,,,SSD_test1,08/14/2012 17:01:54,3134,USD
tzrcz@gmail.com,,,gvdgi,lqgdf,lima,,,PE,+51849446964,,,SSD_test1,08/14/2012 17:01:54,2567,USD
isrhx@gmail.com,,,tsixn,omegk,lima,,,PE,+51389268476,,,SSD_test1,08/14/2012 17:01:54,4511,USD
txzli@gmail.com,,,ilzin,uuema,lima,,,PE,+51699294289,,,SSD_test1,08/14/2012 17:01:54,1184,USD
ptgws@gmail.com,,,padom,nubwy,lima,,,PE,+51761656168,,,SSD_test1,08/14/2012 17:01:54,1590,USD
mgeuw@gmail.com,,,lxccm,gicql,lima,,,PE,+51872873883,,,SSD_test1,08/14/2012 17:01:54,2269,USD
ixivp@gmail.com,,,lqoqu,ympmc,lima,,,PE,+51573448282,,,SSD_test1,08/14/2012 17:01:54,1692,USD
pgxro@gmail.com,,,abwcy,fdlaa,lima,,,PE,+51742867845,,,SSD_test1,08/14/2012 17:01:54,346,USD
khjky@gmail.com,,,lyluk,jjpdl,lima,,,PE,+51236113729,,,SSD_test1,08/14/2012 17:01:54,839,USD
cdlgz@gmail.com,,,idash,ydbss,lima,,,PE,+51347949966,,,SSD_test1,08/14/2012 17:01:54,3440,USD
ydcnv@gmail.com,,,hcdix,rzlsw,lima,,,PE,+51163943312,,,SSD_test1,08/14/2012 17:01:54,1985,USD
boyeh@gmail.com,,,eoucc,jifkf,lima,,,PE,+51822529837,,,SSD_test1,08/14/2012 17:01:54,1186,USD
mupgs@gmail.com,,,dbvtk,kaqto,arequipa,,,PE,+51132224223,,,SSD_test1,08/14/2012 17:01:54,4659,USD
ublfk@gmail.com,,,rddjc,ambck,cuzco,,,PE,+51412944945,,,SSD_test1,08/14/2012 17:01:54,1237,USD
ljvaz@gmail.com,,,btsku,cxzez,piura,,,PE,+51571222715,,,SSD_test1,08/14/2012 17:01:54,2289,USD
tnnho@gmail.com,,,nnmfp,sczrz,lima,,,PE,+51583541381,,,SSD_test1,08/14/2012 17:01:54,1004,USD
okmvn@gmail.com,,,pndww,rwrtg,lima,,,PE,+51341792141,,,SSD_test1,08/14/2012 17:01:54,2106,USD
mlcpp@gmail.com,,,veffw,liblz,lima,,,PE,+51382152663,,,SSD_test1,08/14/2012 17:01:54,3044,USD
bhwln@gmail.com,,,kdcdu,lpppa,lima,,,PE,+51356517364,,,SSD_test1,08/14/2012 17:01:54,1924,USD
tlrcb@gmail.com,,,akqov,tmcow,lima,,,PE,+51524757928,,,SSD_test1,08/14/2012 17:01:54,65,USD
ilbtc@gmail.com,,,jnnua,dbrsm,lima,,,PE,+51421637557,,,SSD_test1,08/14/2012 17:01:54,4585,USD
uyhdi@gmail.com,,,ccrex,oussf,lima,,,PE,+51672439386,,,SSD_test1,08/14/2012 17:01:54,928,USD
fking@gmail.com,,,oqica,uwxde,lima,,,PE,+51124812514,,,SSD_test1,08/14/2012 17:01:54,1577,USD
azqlr@gmail.com,,,xzuap,baght,lima,,,PE,+51569456829,,,SSD_test1,08/14/2012 17:01:54,2729,USD
cyjfw@gmail.com,,,qgexq,srpar,lima,,,PE,+51239392661,,,SSD_test1,08/14/2012 17:01:54,1294,USD
jgadm@gmail.com,,,spasa,iizji,lima,,,PE,+51132769435,,,SSD_test1,08/14/2012 17:01:54,1436,USD
xfrhh@gmail.com,,,vuiow,yalek,lima,,,PE,+51712537127,,,SSD_test1,08/14/2012 17:01:54,1765,USD
fwkmb@gmail.com,,,fvkco,waodx,lima,,,PE,+51925556191,,,SSD_test1,08/14/2012 17:01:54,1458,USD
uibzt@gmail.com,,,lahxw,qfipi,lima,,,PE,+51361558186,,,SSD_test1,08/14/2012 17:01:54,4288,USD
onbge@gmail.com,,,avzlq,wxhbj,lima,,,PE,+51516988631,,,SSD_test1,08/14/2012 17:01:54,2336,USD
dxrvj@gmail.com,,,tnyye,apksm,lima,,,PE,+51716139847,,,SSD_test1,08/14/2012 17:01:54,448,USD
oidzv@gmail.com,,,mialv,yxrpy,lima,,,PE,+51617933481,,,SSD_test1,08/14/2012 17:01:54,1639,USD
ujtzb@gmail.com,,,qleyg,aomzr,lima,,,PE,+51125179867,,,SSD_test1,08/14/2012 17:01:54,4965,USD
mlhcl@gmail.com,,,orrov,owqel,lima,,,PE,+51622727925,,,SSD_test1,08/14/2012 17:01:54,442,USD
xjsse@gmail.com,,,wtoaj,hcwxj,lima,,,PE,+51875137913,,,SSD_test1,08/14/2012 17:01:54,3220,USD
fmfqn@gmail.com,,,thqho,oiaap,lima,,,PE,+51879511481,,,SSD_test1,08/14/2012 17:01:54,1049,USD
rnjhc@gmail.com,,,ulroc,uwied,lima,,,PE,+51574347324,,,SSD_test1,08/14/2012 17:01:54,2059,USD
jeiax@gmail.com,,,ookyx,fjcwm,arequipa,,,PE,+51317896884,,,SSD_test1,08/14/2012 17:01:54,3117,USD
qmmoo@gmail.com,,,cnkmr,zvqvu,cuzco,,,PE,+51394499865,,,SSD_test1,08/14/2012 17:01:54,3440,USD
xsrbl@gmail.com,,,yqgxs,muzrh,piura,,,PE,+51166338544,,,SSD_test1,08/14/2012 17:01:54,30,USD
klxpj@gmail.com,,,cgcgp,ozxzw,lima,,,PE,+51219295382,,,SSD_test1,08/14/2012 17:01:54,2101,USD
qtnat@gmail.com,,,xjxtv,ydnxk,lima,,,PE,+51647199116,,,SSD_test1,08/14/2012 17:01:54,3376,USD
vlnzl@gmail.com,,,wdcaa,wgttd,lima,,,PE,+51435329911,,,SSD_test1,08/14/2012 17:01:54,3805,USD
bijgx@gmail.com,,,lmngm,gtuzm,lima,,,PE,+51286354694,,,SSD_test1,08/14/2012 17:01:54,2150,USD
dbukj@gmail.com,,,zxczl,yofvg,lima,,,PE,+51129899179,,,SSD_test1,08/14/2012 17:01:54,1889,USD
uzmek@gmail.com,,,pktxq,wjizj,lima,,,PE,+51365964654,,,SSD_test1,08/14/2012 17:01:54,4782,USD
ukntw@gmail.com,,,whdtx,aqdlk,lima,,,PE,+51221224435,,,SSD_test1,08/14/2012 17:01:54,92,USD
fuswo@gmail.com,,,udovh,hhund,lima,,,PE,+51233965988,,,SSD_test1,08/14/2012 17:01:54,175,USD
nbexg@gmail.com,,,xdebm,aqkdj,lima,,,PE,+51464973263,,,SSD_test1,08/14/2012 17:01:54,3701,USD
tcusz@gmail.com,,,cemgj,vytxx,lima,,,PE,+51548926393,,,SSD_test1,08/14/2012 17:01:54,2486,USD
ifdih@gmail.com,,,okiji,kkaap,lima,,,PE,+51517535277,,,SSD_test1,08/14/2012 17:01:54,2247,USD
jfojy@gmail.com,,,erbfh,hjjdv,lima,,,PE,+51955717234,,,SSD_test1,08/14/2012 17:01:54,3699,USD
wvvrq@gmail.com,,,uicbq,bjgfl,lima,,,PE,+51344917947,,,SSD_test1,08/14/2012 17:01:54,2890,USD
hlhpp@gmail.com,,,pczdw,rcagl,lima,,,PE,+51724516771,,,SSD_test1,08/14/2012 17:01:54,824,USD
ekjlq@gmail.com,,,cbplk,mlasx,lima,,,PE,+51833298519,,,SSD_test1,08/14/2012 17:01:54,2542,USD
qbkub@gmail.com,,,pmhhi,rlbpr,lima,,,PE,+51897221118,,,SSD_test1,08/14/2012 17:01:54,2653,USD
xwfhh@gmail.com,,,rhzjs,jvlsd,lima,,,PE,+51371911375,,,SSD_test1,08/14/2012 17:01:54,3983,USD
iaehp@gmail.com,,,mqezl,tzdxt,lima,,,PE,+51952862588,,,SSD_test1,08/14/2012 17:01:54,860,USD
wkqfx@gmail.com,,,ejiqc,zhhjw,lima,,,PE,+51397142319,,,SSD_test1,08/14/2012 17:01:54,296,USD
fafgz@gmail.com,,,rdnap,dvksb,lima,,,PE,+51962938598,,,SSD_test1,08/14/2012 17:01:54,219,USD
ilbdu@gmail.com,,,uxkiu,nwjod,lima,,,PE,+51712483267,,,SSD_test1,08/14/2012 17:01:54,637,USD
kbghv@gmail.com,,,stioi,ydlak,lima,,,PE,+51933242288,,,SSD_test1,08/14/2012 17:01:54,3148,USD
bgesu@gmail.com,,,jvfsq,bgmut,arequipa,,,PE,+51998631862,,,SSD_test1,08/14/2012 17:01:54,2492,USD
gwyut@gmail.com,,,uknvq,fpass,cuzco,,,PE,+51657324169,,,SSD_test1,08/14/2012 17:01:54,4392,USD
bxsyk@gmail.com,,,envfh,pkmpi,piura,,,PE,+51278239798,,,SSD_test1,08/14/2012 17:01:54,1623,USD
egdda@gmail.com,,,lwtiq,qlstq,lima,,,PE,+51475576552,,,SSD_test1,08/14/2012 17:01:54,1770,USD
iattk@gmail.com,,,grwwd,jpjxj,lima,,,PE,+51256511447,,,SSD_test1,08/14/2012 17:01:54,4710,USD
spkhd@gmail.com,,,eqeld,cqkeu,lima,,,PE,+51335634251,,,SSD_test1,08/14/2012 17:01:54,4540,USD
esvbz@gmail.com,,,rjmcp,ysjnf,lima,,,PE,+51891229938,,,SSD_test1,08/14/2012 17:01:54,4494,USD
jnipm@gmail.com,,,iipkr,sgmqz,lima,,,PE,+51915945572,,,SSD_test1,08/14/2012 17:01:54,398,USD
hcfob@gmail.com,,,cakuv,cfrlt,lima,,,PE,+51892462486,,,SSD_test1,08/14/2012 17:01:54,1969,USD
vrohk@gmail.com,,,rgfqw,lwcfp,lima,,,PE,+51543453586,,,SSD_test1,08/14/2012 17:01:54,2834,USD
eoxnx@gmail.com,,,elgzr,tvjmc,lima,,,PE,+51129391452,,,SSD_test1,08/14/2012 17:01:54,771,USD
pemph@gmail.com,,,elpri,zyiud,lima,,,PE,+51674548452,,,SSD_test1,08/14/2012 17:01:54,4714,USD
tjzwi@gmail.com,,,ejmqk,ruivh,lima,,,PE,+51385964342,,,SSD_test1,08/14/2012 17:01:54,4438,USD
cfsub@gmail.com,,,plger,ekehm,lima,,,PE,+51376536482,,,SSD_test1,08/14/2012 17:01:54,340,USD
lyndj@gmail.com,,,mvgfw,idohn,lima,,,PE,+51195543481,,,SSD_test1,08/14/2012 17:01:54,1287,USD
saeng@gmail.com,,,owpiw,clqib,lima,,,PE,+51788236823,,,SSD_test1,08/14/2012 17:01:54,3070,USD
dbvle@gmail.com,,,yatgd,hiwle,lima,,,PE,+51888183744,,,SSD_test1,08/14/2012 17:01:54,3493,USD
erdzv@gmail.com,,,ufxvl,urlhk,lima,,,PE,+51392511486,,,SSD_test1,08/14/2012 17:01:54,3920,USD
fwugr@gmail.com,,,kkcbu,fjywl,lima,,,PE,+51242843487,,,SSD_test1,08/14/2012 17:01:54,2765,USD
akgwn@gmail.com,,,ijcqd,momax,lima,,,PE,+51479914473,,,SSD_test1,08/14/2012 17:01:54,3617,USD
sibqx@gmail.com,,,puzcc,dypzu,lima,,,PE,+51961983495,,,SSD_test1,08/14/2012 17:01:54,4255,USD
qcbdx@gmail.com,,,bnblb,escxh,lima,,,PE,+51263526971,,,SSD_test1,08/14/2012 17:01:54,2795,USD
atyec@gmail.com,,,mncqm,phjtk,lima,,,PE,+51494621619,,,SSD_test1,08/14/2012 17:01:54,1879,USD
dywgn@gmail.com,,,ikvis,bztde,lima,,,PE,+51342719999,,,SSD_test1,08/14/2012 17:01:54,1504,USD
hbctz@gmail.com,,,ojqha,xlonp,lima,,,PE,+51646358876,,,SSD_test1,08/14/2012 17:01:54,1570,USD
lanla@gmail.com,,,cphdo,ajntg,arequipa,,,PE,+51765323472,,,SSD_test1,08/14/2012 17:01:54,2802,USD
rozfk@gmail.com,,,voivs,fyymr,cuzco,,,PE,+51479342657,,,SSD_test1,08/14/2012 17:01:54,777,USD
qpcnx@gmail.com,,,dstyu,wgoge,piura,,,PE,+51876231596,,,SSD_test1,08/14/2012 17:01:54,3953,USD
xalpu@gmail.com,,,kpboh,dulbb,lima,,,PE,+51387869484,,,SSD_test1,08/14/2012 17:01:54,2393,USD
jwdvi@gmail.com,,,fumsh,auzly,lima,,,PE,+51787627652,,,SSD_test1,08/14/2012 17:01:54,1900,USD
hclrp@gmail.com,,,shbqj,cwieo,lima,,,PE,+51488346667,,,SSD_test1,08/14/2012 17:01:54,3499,USD
jxdyd@gmail.com,,,ovrzv,jcqlb,lima,,,PE,+51739937835,,,SSD_test1,08/14/2012 17:01:54,4124,USD
egurp@gmail.com,,,nvbhv,rpenv,lima,,,PE,+51916793562,,,SSD_test1,08/14/2012 17:01:54,3642,USD
vkjmg@gmail.com,,,xfrvv,lmrsh,lima,,,PE,+51176215787,,,SSD_test1,08/14/2012 17:01:54,2467,USD
xldhy@gmail.com,,,feqsa,srcbn,lima,,,PE,+51489743125,,,SSD_test1,08/14/2012 17:01:54,839,USD
xuvjc@gmail.com,,,qrczb,wiglq,lima,,,PE,+51793225951,,,SSD_test1,08/14/2012 17:01:54,1765,USD
ldhxw@gmail.com,,,pighs,thpqg,lima,,,PE,+51849546171,,,SSD_test1,08/14/2012 17:01:54,915,USD
zrdoy@gmail.com,,,gztsj,nyack,lima,,,PE,+51754384693,,,SSD_test1,08/14/2012 17:01:54,4258,USD
ikipk@gmail.com,,,oljyu,mhlyb,lima,,,PE,+51364611794,,,SSD_test1,08/14/2012 17:01:54,1886,USD
yzamq@gmail.com,,,jbngq,pofin,lima,,,PE,+51385414869,,,SSD_test1,08/14/2012 17:01:54,4544,USD
kpjhc@gmail.com,,,maqtw,nnuqx,lima,,,PE,+51397587537,,,SSD_test1,08/14/2012 17:01:54,4891,USD
ozkix@gmail.com,,,xiwrt,awqxf,lima,,,PE,+51569577863,,,SSD_test1,08/14/2012 17:01:54,1703,USD
wffem@gmail.com,,,tbxpe,gcocd,lima,,,PE,+51874651855,,,SSD_test1,08/14/2012 17:01:54,3952,USD
xocpn@gmail.com,,,ichpv,qocqf,lima,,,PE,+51179964557,,,SSD_test1,08/14/2012 17:01:54,3821,USD
gqyqd@gmail.com,,,wxafr,dchsr,lima,,,PE,+51133477289,,,SSD_test1,08/14/2012 17:01:54,3858,USD
tbvhv@gmail.com,,,bjitw,buwyb,lima,,,PE,+51389645186,,,SSD_test1,08/14/2012 17:01:54,380,USD
rbqhs@gmail.com,,,piaic,copqx,lima,,,PE,+51618755263,,,SSD_test1,08/14/2012 17:01:54,3603,USD
rgdoy@gmail.com,,,yqlas,utrpn,lima,,,PE,+51775883669,,,SSD_test1,08/14/2012 17:01:54,2399,USD
fwrur@gmail.com,,,qbvgh,chhdp,lima,,,PE,+51551491371,,,SSD_test1,08/14/2012 17:01:54,2549,USD
awwtv@gmail.com,,,fognt,zjnax,lima,,,PE,+51536162766,,,SSD_test1,08/14/2012 17:01:54,68,USD
vzmwc@gmail.com,,,freqf,jmjgz,arequipa,,,PE,+51691327577,,,SSD_test1,08/14/2012 17:01:54,244,USD
qmjrg@gmail.com,,,xvpwu,gaoqo,cuzco,,,PE,+51775361981,,,SSD_test1,08/14/2012 17:01:54,4397,USD
hqdbc@gmail.com,,,xlijh,lnkml,piura,,,PE,+51962292856,,,SSD_test1,08/14/2012 17:01:54,4427,USD
gbaon@gmail.com,,,myzbb,yahqs,lima,,,PE,+51598381878,,,SSD_test1,08/14/2012 17:01:54,815,USD
xcnox@gmail.com,,,vgakh,baidg,lima,,,PE,+51724347161,,,SSD_test1,08/14/2012 17:01:54,89,USD
msebc@gmail.com,,,ljshm,awfsq,lima,,,PE,+51328659314,,,SSD_test1,08/14/2012 17:01:54,4018,USD
leich@gmail.com,,,ntrwq,wlpda,lima,,,PE,+51392184225,,,SSD_test1,08/14/2012 17:01:54,1592,USD
yywoa@gmail.com,,,zdzti,impij,lima,,,PE,+51272326441,,,SSD_test1,08/14/2012 17:01:54,3803,USD
syuqb@gmail.com,,,evqwt,cjnnz,lima,,,PE,+51986267811,,,SSD_test1,08/14/2012 17:01:54,2367,USD
aggjf@gmail.com,,,dwlhd,lqzji,lima,,,PE,+51941295646,,,SSD_test1,08/14/2012 17:01:54,422,USD
qdfuu@gmail.com,,,lndje,yqthe,lima,,,PE,+51154219846,,,SSD_test1,08/14/2012 17:01:54,3740,USD
hvgsy@gmail.com,,,xxnph,ohubr,lima,,,PE,+51943897291,,,SSD_test1,08/14/2012 17:01:54,636,USD
iewma@gmail.com,,,aokoj,eyvnr,lima,,,PE,+51938546848,,,SSD_test1,08/14/2012 17:01:54,1281,USD
cpjdn@gmail.com,,,bgzob,hjmgp,lima,,,PE,+51864414194,,,SSD_test1,08/14/2012 17:01:54,290,USD
fqnom@gmail.com,,,umjtl,fhguq,lima,,,PE,+51265196882,,,SSD_test1,08/14/2012 17:01:54,4987,USD
kevoy@gmail.com,,,dqvfl,inanz,lima,,,PE,+51673765615,,,SSD_test1,08/14/2012 17:01:54,2855,USD
nzbfk@gmail.com,,,ljzre,rlabb,lima,,,PE,+51182733743,,,SSD_test1,08/14/2012 17:01:54,1621,USD
ugyfj@gmail.com,,,nchkj,xpeka,lima,,,PE,+51171465935,,,SSD_test1,08/14/2012 17:01:54,2985,USD
tdyzo@gmail.com,,,gmmwa,itbvd,lima,,,PE,+51149666243,,,SSD_test1,08/14/2012 17:01:54,4908,USD
ozeev@gmail.com,,,fhgdj,bjnhy,lima,,,PE,+51887578451,,,SSD_test1,08/14/2012 17:01:54,3110,USD
mpnak@gmail.com,,,gktkm,tleow,lima,,,PE,+51554529463,,,SSD_test1,08/14/2012 17:01:54,2890,USD
dmugy@gmail.com,,,nuofh,wtbhf,lima,,,PE,+51889483948,,,SSD_test1,08/14/2012 17:01:54,360,USD
kjhcy@gmail.com,,,odmad,agfme,lima,,,PE,+51821454311,,,SSD_test1,08/14/2012 17:01:54,2857,USD
hdjpi@gmail.com,,,imrhf,cwcxv,lima,,,PE,+51223775919,,,SSD_test1,08/14/2012 17:01:54,446,USD
djzjk@gmail.com,,,ygfxa,spcau,lima,,,PE,+51192765459,,,SSD_test1,08/14/2012 17:01:54,1472,USD
owxsj@gmail.com,,,mxies,flwkc,arequipa,,,PE,+51667341942,,,SSD_test1,08/14/2012 17:01:54,4420,USD
htioq@gmail.com,,,janwu,izqtj,cuzco,,,PE,+51499358927,,,SSD_test1,08/14/2012 17:01:54,2461,USD
qlwuf@gmail.com,,,wuakj,hppzx,piura,,,PE,+51812525853,,,SSD_test1,08/14/2012 17:01:54,4575,USD
ixsba@gmail.com,,,aybcm,rrvuh,lima,,,PE,+51373465239,,,SSD_test1,08/14/2012 17:01:54,2675,USD
zpvnz@gmail.com,,,tjvke,oneln,lima,,,PE,+51149267123,,,SSD_test1,08/14/2012 17:01:54,988,USD
lgogh@gmail.com,,,wndte,iuask,lima,,,PE,+51981292238,,,SSD_test1,08/14/2012 17:01:54,1235,USD
umycg@gmail.com,,,cfwlu,rljwl,lima,,,PE,+51582582279,,,SSD_test1,08/14/2012 17:01:54,2846,USD
mcvse@gmail.com,,,syfvv,hddtl,lima,,,PE,+51726852896,,,SSD_test1,08/14/2012 17:01:54,4460,USD
eeuqq@gmail.com,,,krxgq,vzxiy,lima,,,PE,+51387492342,,,SSD_test1,08/14/2012 17:01:54,1483,USD
ehamz@gmail.com,,,xdyqs,mcqfg,lima,,,PE,+51731988872,,,SSD_test1,08/14/2012 17:01:54,3395,USD
mgwig@gmail.com,,,eakpv,ylouz,lima,,,PE,+51353627813,,,SSD_test1,08/14/2012 17:01:54,3854,USD
qlbzv@gmail.com,,,fumiz,xjkao,lima,,,PE,+51349647748,,,SSD_test1,08/14/2012 17:01:54,2271,USD
fjnwz@gmail.com,,,tacfk,llxta,lima,,,PE,+51672417731,,,SSD_test1,08/14/2012 17:01:54,2716,USD
jnoxi@gmail.com,,,enqki,hhwpk,lima,,,PE,+51694314346,,,SSD_test1,08/14/2012 17:01:54,2289,USD
ibvsb@gmail.com,,,lpkqq,kpmit,lima,,,PE,+51662556979,,,SSD_test1,08/14/2012 17:01:54,3298,USD
ytlik@gmail.com,,,bxbtv,rphhd,lima,,,PE,+51254949572,,,SSD_test1,08/14/2012 17:01:54,4673,USD
lestm@gmail.com,,,lomyj,otamq,lima,,,PE,+51837774327,,,SSD_test1,08/14/2012 17:01:54,1335,USD
ottui@gmail.com,,,oculc,jrpyk,lima,,,PE,+51786239118,,,SSD_test1,08/14/2012 17:01:54,2358,USD
pqmwi@gmail.com,,,avgey,trzfw,lima,,,PE,+51659411858,,,SSD_test1,08/14/2012 17:01:54,724,USD
bddfk@gmail.com,,,ltudd,dmrrl,lima,,,PE,+51454879692,,,SSD_test1,08/14/2012 17:01:54,2430,USD
phzaj@gmail.com,,,vkoui,wzefm,lima,,,PE,+51858552974,,,SSD_test1,08/14/2012 17:01:54,179,USD
zdyvs@gmail.com,,,ogdhn,jmlis,lima,,,PE,+51986264882,,,SSD_test1,08/14/2012 17:01:54,4154,USD
miyjl@gmail.com,,,pgmiu,fduth,lima,,,PE,+51593544671,,,SSD_test1,08/14/2012 17:01:54,253,USD
ywkgv@gmail.com,,,elhim,xiqxi,lima,,,PE,+51751748548,,,SSD_test1,08/14/2012 17:01:54,4262,USD
oupij@gmail.com,,,dsvqz,upqbn,lima,,,PE,+51923425923,,,SSD_test1,08/14/2012 17:01:54,3342,USD
iejum@gmail.com,,,abgay,vqyoo,arequipa,,,PE,+51926816547,,,SSD_test1,08/14/2012 17:01:54,4745,USD
kifge@gmail.com,,,qzdwc,ifpms,cuzco,,,PE,+51314883936,,,SSD_test1,08/14/2012 17:01:54,4278,USD
cucwf@gmail.com,,,wpsjb,qbsot,piura,,,PE,+51127794164,,,SSD_test1,08/14/2012 17:01:54,738,USD
vgszw@gmail.com,,,yxnax,qapbs,lima,,,PE,+51667811616,,,SSD_test1,08/14/2012 17:01:54,190,USD
aeduf@gmail.com,,,vswqp,xtngj,lima,,,PE,+51731636625,,,SSD_test1,08/14/2012 17:01:54,4795,USD
ojgug@gmail.com,,,vikmq,mpohl,lima,,,PE,+51592395212,,,SSD_test1,08/14/2012 17:01:54,1350,USD
aqlld@gmail.com,,,wrnyr,bstco,lima,,,PE,+51558546971,,,SSD_test1,08/14/2012 17:01:54,3700,USD
hbxob@gmail.com,,,pnfru,smetk,lima,,,PE,+51936596921,,,SSD_test1,08/14/2012 17:01:54,911,USD
cjrfq@gmail.com,,,amurx,mrdxy,lima,,,PE,+51556519225,,,SSD_test1,08/14/2012 17:01:54,2712,USD
ebxtn@gmail.com,,,tcovr,vuizt,lima,,,PE,+51114418121,,,SSD_test1,08/14/2012 17:01:54,3192,USD
wkano@gmail.com,,,zltcp,mqodz,lima,,,PE,+51694672658,,,SSD_test1,08/14/2012 17:01:54,2150,USD
nrwgc@gmail.com,,,mhbif,gzbyp,lima,,,PE,+51591715845,,,SSD_test1,08/14/2012 17:01:54,2456,USD
tatqy@gmail.com,,,vjflj,sddpk,lima,,,PE,+51121167955,,,SSD_test1,08/14/2012 17:01:54,502,USD
yzswm@gmail.com,,,wrsbw,avjdl,lima,,,PE,+51598312636,,,SSD_test1,08/14/2012 17:01:54,813,USD
gfxlw@gmail.com,,,ozjil,glati,lima,,,PE,+51655412452,,,SSD_test1,08/14/2012 17:01:54,1741,USD
bjmwj@gmail.com,,,oehbn,zsdtm,lima,,,PE,+51983797785,,,SSD_test1,08/14/2012 17:01:54,3862,USD
sijmz@gmail.com,,,ccsnq,wgrvu,lima,,,PE,+51149991478,,,SSD_test1,08/14/2012 17:01:54,404,USD
vydqu@gmail.com,,,xucec,hoypa,lima,,,PE,+51413827671,,,SSD_test1,08/14/2012 17:01:54,1233,USD
jopip@gmail.com,,,tadmx,vnvpm,lima,,,PE,+51851476279,,,SSD_test1,08/14/2012 17:01:54,3926,USD
mturh@gmail.com,,,zgorz,wusrs,lima,,,PE,+51893665619,,,SSD_test1,08/14/2012 17:01:54,4041,USD
skbvt@gmail.com,,,lenzf,cbxlk,lima,,,PE,+51258255337,,,SSD_test1,08/14/2012 17:01:54,959,USD
